414141,424443,464646,474948,4a4c4b,4d4d4d,505050,515352,545655,575757,595b5a,5d5d5d,5f605f,616362,636363,676765,696969,6b6d6c,6f6f6f,707271,737574,767676,797979,7b7d7c,7e807f
bdbdbd,bababa,b9b9b9,b5b5b5,b3b3b3,b0b2b1,afafaf,acacac,a8aaa9,a6a6a4,a3a3a3,a1a19f,9ea09f,9c9c9c,9a9a9a,979795,959595,929290,919191,8e8e8e,8c8c8c,878988,858786,838584,808281
